carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Very Good,H,SI2,63.2,55.0,485,4.29,4.26,2.7
0.32,Ideal,E,VS1,59.5,57.0,657,4.45,4.49,2.66
1.75,Premium,I,VS1,60.6,60.0,12529,7.84,7.8,4.74
0.72,Very Good,G,SI2,59.7,56.0,2050,5.83,5.89,3.5
0.24,Ideal,F,VS2,62.2,57.0,419,3.96,4.01,2.48
0.93,Premium,D,SI1,60.8,59.0,4448,6.27,6.24,3.8
0.41,Very Good,F,VVS2,60.3,58.0,1115,4.79,4.83,2.9
1.01,Premium,J,SI2,61.8,60.0,3563,6.41,6.37,3.95
0.36,Premium,I,VS1,60.3,60.0,729,4.64,4.58,2.78
1.01,Good,F,SI2,63.1,58.0,3768,6.34,6.38,4.01
1.2,Very Good,J,VS2,62.5,57.0,4590,6.72,6.79,4.22
0.72,Ideal,F,VVS1,61.0,56.0,4362,5.78,5.8,3.53
0.4,Ideal,H,VS1,61.8,59.0,1017,4.74,4.72,2.92
0.71,Very Good,E,VS1,63.3,59.0,2946,5.64,5.67,3.58
0.44,Ideal,G,IF,61.3,55.0,1378,4.91,4.95,3.02
0.51,Good,E,SI1,63.3,59.0,1304,5.05,5.09,3.21
0.42,Ideal,D,VS1,61.4,56.0,1395,4.84,4.86,2.98
0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92
2.27,Ideal,I,SI2,60.5,55.0,12939,8.63,8.53,5.19
0.5,Good,F,VS2,63.2,56.0,1436,5.01,5.05,3.18
1.5,Good,J,SI1,64.5,56.0,6523,7.09,7.18,4.6
1.01,Very Good,G,SI1,60.2,58.0,4719,6.5,6.59,3.94
0.41,Very Good,E,SI2,62.8,57.0,683,4.7,4.73,2.96
0.31,Ideal,G,VVS1,62.4,54.0,759,4.31,4.34,2.7
1.06,Premium,F,SI1,61.9,58.0,4774,6.53,6.58,4.06
1.32,Ideal,G,SI2,62.9,57.0,6409,6.98,6.94,4.38
0.7,Good,G,SI2,64.1,56.0,1935,5.64,5.59,3.6
0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
2.01,Ideal,J,VS1,60.9,56.0,16319,8.14,8.18,4.97
0.33,Good,F,VVS1,63.3,57.0,764,4.38,4.44,2.79
0.31,Ideal,G,SI1,61.7,55.0,627,4.38,4.4,2.71
0.32,Good,G,VS1,57.0,62.0,628,4.51,4.54,2.58
1.2,Good,F,VS2,63.8,60.0,7666,6.6,6.65,4.23
0.71,Ideal,G,SI2,59.5,57.0,2194,5.86,5.78,3.46
0.31,Ideal,H,VVS1,61.5,56.0,907,4.38,4.34,2.68
0.95,Very Good,I,SI1,61.0,61.0,3544,6.29,6.37,3.86
1.02,Premium,F,SI1,58.4,59.0,4855,6.65,6.57,3.86
1.52,Premium,D,SI2,61.5,60.0,9789,7.44,7.39,4.56
0.31,Very Good,I,SI1,63.3,53.0,523,4.32,4.3,2.73
0.54,Ideal,G,VVS2,62.6,57.0,1801,5.19,5.23,3.26
0.34,Premium,E,VS2,62.7,56.0,893,4.51,4.48,2.82
1.06,Ideal,H,VS2,60.5,57.0,5669,6.63,6.6,4.0
0.4,Ideal,E,VVS2,61.5,55.0,1056,4.79,4.77,2.94
1.63,Ideal,H,SI1,61.8,57.0,12910,7.5,7.54,4.64
0.58,Very Good,H,SI1,62.1,55.0,1239,5.35,5.38,3.33
0.31,Ideal,D,SI1,61.0,57.0,732,4.41,4.38,2.68
0.58,Ideal,E,VVS2,61.8,57.0,2694,5.37,5.4,3.33
1.02,Premium,E,SI1,61.4,58.0,5956,6.48,6.45,3.97
1.11,Premium,H,SI2,59.3,59.0,3854,6.8,6.76,4.02
0.74,Premium,G,VS2,60.2,60.0,2621,5.84,5.82,3.51
0.41,Premium,H,SI1,60.9,60.0,683,4.79,4.83,2.93
2.01,Very Good,H,SI2,63.1,59.0,10184,7.96,7.88,5.0
1.37,Premium,J,SI2,60.7,60.0,5156,7.19,7.07,4.33
0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69
1.2,Good,G,VS2,62.2,58.0,7380,6.72,6.76,4.19
0.41,Ideal,I,VVS1,61.0,56.0,875,4.79,4.82,2.93
0.38,Ideal,F,VS1,62.4,54.0,998,4.68,4.64,2.91
0.7,Good,E,SI1,61.4,64.0,2872,5.66,5.71,3.49
0.24,Ideal,F,VS2,61.2,57.0,419,4.04,4.06,2.48
1.06,Ideal,F,SI2,61.8,56.0,5354,6.56,6.51,4.04
0.72,Ideal,H,SI1,58.9,56.0,2398,5.91,5.88,3.47
1.06,Ideal,G,SI2,62.2,55.0,4459,6.53,6.56,4.07
1.02,Ideal,H,SI1,61.9,57.0,5014,6.46,6.4,3.98
0.96,Fair,G,SI2,66.8,61.0,2539,6.15,6.04,4.07
0.3,Premium,D,VVS2,62.4,58.0,752,4.26,4.3,2.67
1.0,Good,D,SI1,60.5,60.0,5546,6.37,6.42,3.87
0.43,Ideal,E,VVS1,61.3,57.0,1433,4.84,4.88,2.98
0.42,Very Good,H,SI1,62.0,59.0,700,4.76,4.79,2.96
0.3,Ideal,F,IF,62.0,56.0,886,4.31,4.33,2.68
0.54,Ideal,H,VS2,60.1,57.0,1439,5.33,5.28,3.19
0.9,Very Good,H,VS2,62.3,59.0,4328,6.1,6.17,3.82
0.34,Good,G,VS1,63.1,57.0,686,4.4,4.45,2.79
1.2,Very Good,G,SI1,62.8,57.0,6526,6.68,6.73,4.21
2.01,Good,G,SI2,63.6,59.0,11096,7.97,7.9,5.05
1.12,Premium,H,SI1,61.6,58.0,4719,6.72,6.62,4.11
1.0,Good,E,SI2,61.5,61.0,4258,6.35,6.43,3.93
1.52,Premium,G,VS2,62.7,58.0,13287,7.38,7.29,4.6
0.36,Ideal,F,VVS2,61.4,56.0,817,4.58,4.61,2.82
0.41,Good,D,SI1,63.1,57.0,717,4.68,4.73,2.97
1.1,Ideal,J,SI2,62.0,59.0,4226,6.58,6.61,4.09
2.01,Premium,H,SI1,59.6,59.0,17458,8.27,8.19,4.9
0.74,Ideal,E,VS2,62.7,54.0,2984,5.8,5.77,3.63
0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
0.6,Ideal,E,SI2,62.5,57.0,1385,5.37,5.39,3.36
0.34,Premium,G,VS2,61.6,60.0,765,4.49,4.47,2.76
1.07,Very Good,D,SI2,62.6,61.0,4861,6.42,6.49,4.04
0.59,Ideal,F,VS2,62.9,55.0,1743,5.39,5.32,3.37
1.16,Very Good,D,SI1,61.8,58.0,5695,6.72,6.78,4.17
0.23,Good,F,VVS2,61.2,62.0,462,3.95,3.99,2.43
0.52,Ideal,D,VS2,61.9,54.0,1629,5.13,5.18,3.19
2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1
2.01,Premium,J,VS1,60.2,61.0,12963,8.23,8.16,4.93
1.72,Premium,H,SI1,62.9,58.0,13078,7.63,7.59,4.79
0.3,Ideal,G,IF,60.9,56.0,863,4.34,4.36,2.65
0.55,Ideal,F,VS1,61.4,55.0,1805,5.24,5.28,3.23
0.4,Very Good,E,VS2,62.5,56.0,705,4.66,4.72,2.93
0.9,Fair,E,I1,59.9,66.0,2138,6.18,6.14,3.69
2.0,Premium,H,SI2,58.9,57.0,12210,8.09,58.9,8.06
1.01,Very Good,F,VS2,62.3,59.0,6770,6.37,6.41,3.98
1.71,Premium,G,SI2,60.9,58.0,11351,7.72,7.68,4.69
0.45,Premium,D,VS1,60.6,59.0,1297,4.96,4.98,3.01
1.01,Premium,E,SI1,62.4,58.0,4480,6.42,6.37,3.99
0.35,Ideal,D,VS2,62.5,56.0,790,4.51,4.55,2.83
1.03,Ideal,J,SI1,62.3,56.0,3893,6.51,6.45,4.04
1.2,Good,F,VS1,64.0,56.0,6209,6.63,6.58,4.23
1.02,Premium,D,SI1,62.3,59.0,5890,6.38,6.42,3.99
0.93,Very Good,G,VS1,62.1,59.0,4879,6.16,6.21,3.84
0.31,Ideal,E,VVS2,62.5,54.0,755,4.34,4.37,2.72
0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
0.72,Ideal,G,VS1,61.7,56.0,3478,5.75,5.78,3.56
0.5,Ideal,G,VVS2,61.2,56.0,1935,5.13,5.1,3.13
0.32,Ideal,D,SI1,62.0,57.0,756,4.4,4.37,2.72
1.07,Premium,E,SI2,61.3,59.0,5033,6.64,6.58,4.05
0.7,Very Good,H,VS2,63.0,55.4,2513,5.67,5.7,3.58
0.46,Premium,E,VS1,61.9,58.0,1437,4.94,4.91,3.05
0.44,Ideal,D,VVS2,61.8,54.8,1408,4.89,4.92,3.03
0.91,Premium,F,SI2,62.9,57.0,3346,6.16,6.11,3.86
1.01,Very Good,I,SI1,63.4,62.0,4072,6.25,6.18,3.94
1.02,Ideal,J,VS2,61.1,58.0,4397,6.45,6.49,3.95
0.52,Premium,F,I1,63.0,56.0,870,5.18,5.11,3.24
1.3,Premium,F,VVS1,59.3,59.0,14068,7.11,7.08,4.22
0.46,Very Good,H,VVS1,62.0,56.0,1572,4.96,4.98,3.07
0.31,Very Good,E,SI1,62.0,58.0,544,4.3,4.35,2.68
0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06
0.7,Good,F,VS1,64.0,56.0,2401,5.6,5.65,3.6
0.36,Very Good,E,VVS2,61.8,58.0,968,4.55,4.58,2.82
1.02,Premium,G,SI2,60.9,59.0,4486,6.56,6.45,3.96
1.12,Ideal,E,VVS2,60.6,57.0,10769,6.77,6.66,4.07
0.75,Good,E,VS2,59.7,65.0,2717,5.85,5.8,3.48
1.01,Premium,F,VVS1,62.8,58.0,9412,6.39,6.35,4.0
0.7,Good,H,VS2,63.9,59.0,2330,5.6,5.64,3.59
0.37,Premium,G,SI1,62.1,60.0,708,4.61,4.54,2.84
0.9,Good,G,VS1,63.9,57.0,4223,6.08,6.03,3.87
2.02,Very Good,I,VS2,63.1,55.0,17581,8.0,8.09,5.08
1.5,Premium,J,SI1,60.5,59.0,6806,7.38,7.47,4.49
0.8,Fair,G,SI2,64.6,55.0,2318,5.86,5.75,3.75
1.5,Fair,I,SI2,68.1,59.0,6209,7.12,6.84,4.75
0.9,Premium,F,SI1,62.0,55.0,4183,6.2,6.16,3.83
0.55,Ideal,F,VVS1,62.1,56.0,2359,5.25,5.28,3.27
0.5,Very Good,F,VS2,62.9,57.0,1436,5.06,5.11,3.2
0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43
0.9,Good,I,VVS2,64.8,55.0,3718,6.04,6.15,3.95
1.0,Premium,H,SI2,62.7,59.0,4032,6.35,6.31,3.97
1.0,Ideal,F,SI2,61.2,57.0,4372,6.39,6.48,3.94
0.3,Ideal,G,VVS2,60.9,57.0,878,4.35,4.32,2.64
1.0,Premium,H,SI2,61.0,61.0,3864,6.31,6.27,3.84
1.21,Good,F,SI2,63.7,64.0,4669,6.73,6.63,4.25
0.39,Good,F,VS2,63.3,55.0,788,4.63,4.66,2.94
1.07,Very Good,D,SI1,61.8,61.0,5767,6.54,6.57,4.05
0.7,Ideal,F,VS1,62.5,56.0,2726,5.7,5.73,3.57
1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03
0.33,Good,G,SI1,63.2,57.0,492,4.39,4.44,2.79
0.34,Ideal,G,IF,60.1,57.0,1014,4.54,4.58,2.74
0.71,Ideal,I,VS1,61.9,55.0,2637,5.75,5.71,3.55
1.04,Premium,J,SI2,62.0,59.0,3603,6.47,6.49,4.02
1.26,Ideal,J,SI1,62.0,56.0,5301,6.9,6.93,4.29
0.41,Premium,F,VVS2,60.6,58.0,1115,4.79,4.84,2.92
0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
0.32,Very Good,G,VS2,62.8,58.0,561,4.31,4.35,2.72
1.2,Very Good,G,SI2,63.1,57.0,5609,6.68,6.79,4.25
0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77
0.71,Premium,H,SI2,61.5,60.0,1826,5.72,5.7,3.51
1.25,Good,G,VS1,63.4,55.0,8901,6.87,6.92,4.37
1.05,Ideal,H,SI1,61.9,57.0,5342,6.54,6.57,4.06
1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5
0.5,Good,G,SI1,62.5,64.0,1286,4.99,4.93,3.1
2.02,Ideal,H,SI1,62.3,57.0,16665,8.04,8.14,5.04
0.75,Ideal,D,SI1,62.0,58.0,3152,5.81,5.84,3.61
0.3,Ideal,H,VVS1,62.3,57.0,665,4.26,4.28,2.66
0.3,Premium,H,VS2,60.9,61.0,608,4.3,4.27,2.61
0.75,Ideal,G,VVS2,61.3,55.0,3525,5.85,5.89,3.59
0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
0.41,Ideal,F,VS2,61.8,56.0,863,4.76,4.79,2.95
1.23,Ideal,D,SI1,60.9,54.0,6557,7.01,6.96,4.25
0.53,Ideal,G,VS1,62.4,54.0,1659,5.18,5.21,3.24
1.02,Ideal,D,SI2,61.4,56.0,4946,6.42,6.57,3.99
0.31,Ideal,E,VVS2,61.7,56.0,1046,4.36,4.33,2.68
0.5,Good,F,VS2,60.9,64.0,1409,5.12,5.1,3.11
0.5,Very Good,F,VS2,60.6,59.0,1333,5.03,5.13,3.08
0.3,Ideal,E,VS2,61.7,55.0,658,4.3,4.32,2.66
1.0,Premium,D,VVS2,59.9,61.0,9918,6.5,6.42,3.87
0.34,Ideal,F,VS2,62.1,56.0,880,4.47,4.45,2.77
1.01,Ideal,F,SI2,61.3,57.0,3777,6.4,6.35,3.91
0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73
0.36,Ideal,H,VS2,61.4,57.0,587,4.59,4.63,2.83
0.4,Premium,G,SI1,62.7,59.0,900,4.71,4.67,2.94
0.31,Good,H,VS2,63.5,57.0,489,4.32,4.34,2.75
0.73,Ideal,F,SI1,62.6,55.0,2737,5.75,5.78,3.61
0.76,Very Good,G,VVS2,62.3,57.0,3549,5.79,5.84,3.62
0.31,Ideal,H,SI1,61.3,55.0,421,4.36,4.41,2.69
0.5,Ideal,I,VS2,62.5,55.0,1244,5.05,5.09,3.17
2.13,Ideal,I,SI2,62.0,55.0,15718,8.25,8.27,5.12
0.3,Very Good,F,VS2,58.8,60.0,524,4.37,4.41,2.58
0.38,Ideal,G,VS2,60.6,57.0,955,4.7,4.73,2.86
0.5,Ideal,E,VVS1,61.9,58.0,2682,5.07,5.11,3.15
1.6,Ideal,H,VS2,61.5,56.0,7983,7.57,7.52,4.64
1.01,Ideal,E,VVS2,62.7,56.0,9735,6.42,6.46,4.04
0.34,Ideal,G,VVS1,62.1,53.0,863,4.49,4.53,2.8
2.06,Premium,I,SI2,61.1,57.0,12842,8.3,8.24,5.05
0.36,Ideal,E,SI1,62.4,55.0,810,4.55,4.52,2.83
1.01,Very Good,F,SI2,62.4,58.0,4187,6.37,6.42,3.99
0.93,Very Good,J,VS1,63.0,53.0,3651,6.22,6.26,3.93
0.46,Fair,F,VS2,66.0,58.0,982,4.9,4.76,3.19
0.32,Good,D,SI2,63.9,58.0,477,4.31,4.33,2.76
0.32,Premium,E,SI2,61.2,58.0,576,4.44,4.39,2.7
0.35,Ideal,H,VVS1,61.7,56.0,798,4.53,4.55,2.8
0.31,Ideal,H,VS1,62.1,54.0,698,4.37,4.3,2.69
1.05,Ideal,G,VVS2,61.4,56.0,9555,6.54,6.59,4.03
0.58,Ideal,E,VS1,62.9,54.0,2192,5.34,5.31,3.35
0.3,Premium,H,VS2,61.1,61.0,608,4.32,4.29,2.63
0.33,Ideal,D,VS1,61.1,57.0,727,4.46,4.48,2.73
0.92,Premium,E,VS1,60.9,61.0,5358,6.25,6.22,3.8
0.32,Premium,G,IF,61.0,59.0,891,4.38,4.41,2.68
0.43,Ideal,I,VVS1,63.0,56.0,968,4.86,4.83,3.05
1.9,Very Good,J,SI1,59.2,58.0,9540,8.1,8.21,4.83
0.3,Ideal,E,VS1,61.8,56.0,670,4.32,4.35,2.68
0.82,Good,J,SI1,57.4,59.0,2140,6.25,6.19,3.57
1.55,Premium,J,VS1,62.6,59.0,8593,7.35,7.4,4.62
0.7,Very Good,I,VVS2,60.1,63.0,2415,5.81,5.74,3.47
0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62
0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91
1.08,Ideal,I,SI1,60.3,60.0,4757,6.67,6.62,4.01
0.3,Good,G,SI2,63.7,54.0,394,4.23,4.25,2.7
1.53,Premium,J,VVS1,61.6,58.0,9155,7.37,7.4,4.55
1.02,Ideal,F,SI2,62.9,58.0,5115,6.34,6.42,4.01
0.41,Ideal,H,VVS2,62.5,56.0,961,4.77,4.74,2.97
2.04,Premium,J,VS1,62.6,58.0,14660,8.11,8.06,5.06
0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
0.32,Ideal,D,VS2,61.5,56.0,972,4.42,4.39,2.71
0.9,Ideal,G,VVS2,61.6,56.0,6302,6.2,6.23,3.83
0.3,Premium,G,VS1,62.5,55.0,776,4.32,4.25,2.68
0.7,Very Good,F,VS2,61.6,60.0,2593,5.63,5.71,3.49
0.73,Ideal,E,VS2,61.7,57.0,3470,5.75,5.78,3.55
0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67
0.51,Ideal,D,SI1,62.4,57.0,1548,5.11,5.15,3.2
1.51,Premium,E,VS2,60.1,58.0,15025,7.57,7.51,4.53
0.39,Premium,D,VVS2,61.1,60.0,1232,4.66,4.7,2.86
1.33,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17
0.71,Very Good,I,SI1,62.0,56.0,2098,5.69,5.72,3.54
1.08,Ideal,H,VS1,61.9,57.0,5791,6.58,6.64,4.09
0.58,Very Good,D,SI2,62.9,56.0,1438,5.31,5.35,3.35
0.73,Ideal,G,VS1,61.6,57.0,3033,5.76,5.79,3.56
1.04,Ideal,H,SI1,61.7,56.0,5469,6.51,6.55,4.03
1.51,Very Good,F,VS2,63.2,56.0,13080,7.22,7.28,4.58
0.3,Ideal,G,IF,60.9,57.0,956,4.32,4.29,2.62
0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
0.38,Ideal,G,VS2,61.5,54.4,768,4.65,4.7,2.88
1.5,Premium,G,I1,60.3,61.0,5914,7.39,7.34,4.44
0.31,Ideal,H,VS2,63.0,57.0,628,4.34,4.32,2.73
0.94,Very Good,H,SI2,61.9,57.0,3394,6.21,6.29,3.87
1.51,Very Good,J,SI1,63.1,55.0,8049,7.25,7.32,4.6
0.91,Ideal,H,VS2,62.4,56.0,4678,6.2,6.14,3.85
1.75,Very Good,J,VS1,61.5,59.0,10681,7.75,7.83,4.79
0.71,Ideal,D,VVS2,61.3,57.0,3856,5.7,5.81,3.53
0.73,Very Good,E,SI1,61.3,58.0,2871,5.76,5.83,3.55
0.43,Very Good,G,VS2,62.4,56.0,852,4.84,4.87,3.02
2.59,Ideal,J,VS1,61.7,56.0,16465,8.83,8.77,5.43
0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82
0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47
0.42,Ideal,D,SI1,61.8,57.0,1040,4.81,4.77,2.96
0.4,Good,E,SI1,60.6,65.0,1110,4.74,4.71,2.86
0.3,Premium,D,SI2,60.2,60.0,574,4.35,4.32,2.61
0.56,Ideal,F,VVS2,61.1,57.0,2676,5.32,5.35,3.25
1.5,Premium,G,VS1,62.7,58.0,13736,7.32,7.2,4.55
0.35,Ideal,H,VVS2,59.2,56.0,706,4.6,4.65,2.74
1.03,Ideal,I,VS1,62.4,57.0,4199,6.48,6.4,4.02
1.01,Fair,F,VS1,64.6,60.0,6366,6.26,6.16,4.01
1.0,Very Good,D,SI2,63.5,59.0,4295,6.35,6.32,4.02
0.3,Premium,D,VS2,62.0,58.0,911,4.32,4.29,2.67
0.3,Premium,F,VS1,61.9,59.0,844,4.3,4.26,2.65
0.41,Ideal,H,VS1,61.8,56.0,827,4.77,4.81,2.96
2.12,Premium,H,SI1,61.1,60.0,18656,8.18,8.26,5.02
1.5,Very Good,J,VS1,63.3,57.0,8896,7.24,7.2,4.57
2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81
0.31,Ideal,F,VVS2,61.6,55.0,917,4.35,4.38,2.69
0.51,Ideal,D,VS2,61.0,57.0,1740,5.15,5.18,3.15
1.03,Premium,D,SI1,61.2,54.0,6056,6.61,6.53,4.02
1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76
0.31,Premium,I,VS2,62.3,57.0,558,4.35,4.32,2.7
0.31,Ideal,D,SI2,62.3,56.0,593,4.38,4.35,2.72
2.2,Premium,I,SI2,63.0,59.0,15238,8.22,8.19,5.17
1.06,Very Good,J,SI2,62.0,58.0,3754,6.45,6.53,4.04
1.26,Premium,F,VS1,62.7,58.0,9896,6.86,6.93,4.32
2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07
0.5,Very Good,D,SI1,61.9,62.0,1354,5.03,5.09,3.13
0.39,Very Good,G,VS2,63.4,57.0,1009,4.67,4.63,2.95
0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
0.32,Premium,J,VS2,61.9,58.0,504,4.38,4.35,2.7
2.02,Fair,J,SI2,64.6,55.0,9853,7.93,7.84,5.09
0.31,Very Good,E,VS1,61.2,61.0,587,4.29,4.37,2.65
0.3,Premium,H,VS2,62.7,59.0,608,4.27,4.22,2.66
1.03,Premium,E,VS2,62.5,59.0,6183,6.44,6.42,4.02
0.32,Ideal,D,VVS1,61.9,56.0,1140,4.39,4.36,2.71
0.34,Ideal,H,SI1,61.3,57.0,526,4.54,4.55,2.78
0.41,Good,D,VS2,63.4,54.0,873,4.74,4.79,3.02
1.03,Fair,G,SI1,64.7,63.0,4424,6.36,6.31,4.1
1.56,Premium,F,SI1,60.1,60.0,11299,7.56,7.52,4.53
0.9,Premium,I,SI2,60.6,60.0,2948,6.28,6.23,3.79
0.3,Very Good,G,IF,61.0,62.0,895,4.32,4.34,2.64
0.41,Ideal,D,SI1,61.7,54.0,791,4.78,4.79,2.95
0.32,Good,I,SI1,63.9,55.0,432,4.34,4.36,2.78
0.57,Ideal,D,VS1,61.1,57.0,2043,5.33,5.37,3.27
0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45
0.31,Premium,D,VVS1,61.2,59.0,1075,4.38,4.35,2.67
1.04,Ideal,I,VS1,62.4,57.0,5199,6.44,6.48,4.03
0.31,Very Good,G,VS1,62.8,58.0,625,4.27,4.3,2.69
0.41,Premium,D,SI1,59.6,59.0,791,4.82,4.85,2.88
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33
2.11,Very Good,I,VS2,60.3,60.5,16363,8.22,8.29,4.98
0.28,Very Good,D,VS1,61.7,58.0,487,4.19,4.24,2.6
0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93
1.33,Fair,E,SI2,65.0,57.0,4916,6.93,6.89,4.49
1.1,Premium,H,SI2,62.2,58.0,4537,6.6,6.69,4.13
0.4,Ideal,E,VS1,62.3,56.0,1053,4.71,4.73,2.94
1.03,Ideal,H,SI2,60.5,57.0,3692,6.58,6.52,3.96
0.34,Ideal,D,SI1,62.0,55.0,750,4.53,4.5,2.8
0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
0.29,Very Good,D,VS1,62.9,55.0,504,4.21,4.25,2.66
2.0,Very Good,H,SI1,60.1,61.0,15840,8.1,8.13,4.88
0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45
0.53,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21
1.08,Ideal,E,SI1,61.5,55.0,7672,6.59,6.62,4.06
0.56,Premium,G,SI2,60.0,60.0,1208,5.48,5.42,3.11
0.78,Fair,E,SI2,66.9,57.0,2721,5.7,5.66,3.6
0.53,Ideal,D,SI1,62.3,56.0,1566,5.15,5.18,3.22
0.58,Ideal,F,VS1,62.1,56.0,2088,5.38,5.32,3.32
1.12,Ideal,G,VS1,61.0,56.0,7632,6.76,6.72,4.11
1.58,Premium,G,VS1,62.1,59.0,12530,7.43,7.46,4.62
0.31,Ideal,H,VVS2,61.5,56.0,625,4.35,4.37,2.68
0.3,Good,D,SI2,60.8,65.0,414,4.26,4.29,2.6
1.7,Very Good,H,VVS2,63.1,57.0,14275,7.61,7.52,4.77
0.3,Good,F,VVS2,66.0,55.0,613,4.19,4.21,2.77
0.92,Premium,H,SI1,59.2,60.0,2968,6.4,6.35,3.76
0.9,Good,E,SI2,65.8,60.0,3595,5.94,5.97,3.92
1.01,Very Good,D,VS2,63.1,60.0,7127,6.39,6.35,4.02
2.07,Ideal,F,SI2,61.5,55.0,18344,8.23,8.28,5.08
1.52,Good,I,SI1,64.0,58.0,9129,7.2,7.27,4.63
1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
2.01,Good,I,SI1,63.8,57.0,13976,7.95,7.91,5.06
0.33,Very Good,F,VS1,59.3,56.0,668,4.49,4.55,2.68
1.01,Very Good,F,IF,61.9,59.0,10476,6.38,6.45,3.97
0.34,Ideal,D,VVS1,61.7,57.0,1133,4.49,4.52,2.78
0.56,Premium,G,VVS1,59.7,59.0,2167,5.41,5.35,3.21
0.71,Ideal,I,VS1,61.5,56.0,2965,5.72,5.76,3.52
1.2,Very Good,H,SI2,62.0,58.0,5352,6.73,6.79,4.19
0.4,Very Good,E,VS1,62.7,55.0,1250,4.69,4.72,2.95
0.33,Ideal,I,SI1,61.0,57.0,463,4.45,4.47,2.72
0.57,Ideal,D,SI1,61.4,55.0,1810,5.35,5.34,3.28
1.09,Premium,H,SI1,59.5,58.0,5706,6.73,6.71,4.0
0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21
0.72,Very Good,G,VS2,63.1,57.0,2732,5.74,5.71,3.61
1.05,Ideal,F,VVS2,61.9,57.0,8870,6.5,6.52,4.03
0.79,Very Good,D,SI2,63.2,57.0,3081,5.81,5.86,3.69
0.39,Very Good,F,VVS2,61.7,56.0,965,4.7,4.74,2.91
0.42,Ideal,G,VVS2,60.7,55.0,1103,4.89,4.86,2.96
0.37,Ideal,G,VS2,61.3,57.0,833,4.64,4.6,2.83
2.23,Premium,G,SI2,61.4,58.0,16805,8.41,8.32,5.14
0.23,Ideal,G,VS1,61.9,54.0,404,3.93,3.95,2.44
0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
0.35,Good,H,VS2,63.7,57.0,709,4.53,4.48,2.87
0.32,Ideal,G,VS1,62.0,56.0,645,4.35,4.39,2.71
0.43,Very Good,F,SI1,62.9,60.0,792,4.77,4.8,3.01
2.22,Ideal,G,SI2,60.9,57.0,15584,8.47,8.42,5.14
1.56,Ideal,H,SI1,62.4,54.0,10728,7.48,7.43,4.65
0.32,Ideal,E,VS2,62.1,55.0,900,4.4,4.36,2.72
1.03,Premium,H,SI2,62.0,60.0,3749,6.47,6.41,4.0
0.41,Premium,J,VS1,61.3,59.0,830,4.78,4.74,2.92
0.41,Premium,G,VS1,62.4,57.0,961,4.74,4.71,2.95
0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92
1.08,Ideal,H,SI1,62.7,57.0,4740,6.48,6.51,4.07
0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58
0.32,Ideal,G,VVS2,61.9,57.0,936,4.41,4.38,2.72
1.07,Premium,E,SI2,62.9,59.0,5033,6.55,6.46,4.09
0.36,Ideal,D,VS1,61.7,55.0,1131,4.58,4.6,2.83
